Akershus;Eidsvoll;Vilberg ungdomsskole;Vilbergvegen 3;2080;EIDSVOLL;355
Akershus;Eidsvoll;Ås skole;Eidsvollvegen 11;2080;EIDSVOLL;201
Akershus;Enebakk;Enebakk Skole og barnehageetaten; Prestegårdsveien 4;1912;ENEBAKK;0
Akershus;Enebakk;Enebakk ungdomsskole;Lotterudveien 4;1912;ENEBAKK;241
Akershus;Enebakk;Hauglia skole;Kjensliveien 2;1911;FLATEBY;235
Akershus;Enebakk;Kirkebygden skole;Lotterudveien 9 B;1912;ENEBAKK;152
Akershus;Enebakk;Mjær ungdomsskole;Lillestrømveien 31;1914;YTRE ENEBAKK;179
Akershus;Enebakk;Stranden skole;Strandaveien 8;1911;FLATEBY;179
Akershus;Enebakk;Ytre Enebakk skole;Tomterveien 11;1914;YTRE ENEBAKK;430
Akershus;Fet;Fet kommune;Krikeveien 100;1901;FETSUND;0
Akershus;Fet;Dalen skole;KINNVEIEN 56;1903;GAN;224
Akershus;Fet;Garderåsen skole;Garderåsveien 202;1900;FETSUND;207
Akershus;Fet;Hovinhøgda skole;Garderveien 2;1900;FETSUND;311
Akershus;Fet;IFO i Fet SA (Idrettsfritidsordningen i Fet SA);Fethallen; 1900;;0
Akershus;Fet;Riddersand skole;KIRKEVEIEN 149;1900;FETSUND;260
Akershus;Fet;Østersund ungdomsskole;Kirkeveien 97;1900;FETSUND;337
Akershus;Frogn;Enhet for barnehager og skolefaglige tjenester; Rådhusveien; 1440;;0
Akershus;Frogn;Dal skole;Nesoddveien 207;1455;NORDRE FROGN;77
Akershus;Frogn;Drøbak skole;Rådhusveien 5;1440;DRØBAK;265
Akershus;Frogn;Dyrløkkeåsen skole;HEGREVEIEN 12;1440;DRØBAK;556
Akershus;Frogn;Heer skole;Skanseveien 26;1445;HEER;269
Akershus;Frogn;Seiersten ungdomsskole;Belsjøveien 1;1440;DRØBAK;371
Akershus;Frogn;Sogsti skole;Ekesvingen 30;1440;DRØBAK;322
Akershus;Gjerdrum;Gjerdrum kommune, Utdanning og kultur;Ask;2024;GJERDRUM;0
Akershus;Gjerdrum;Gjerdrum barneskole;Gjerivegen 3 A;2022;GJERDRUM;288
Akershus;Gjerdrum;Gjerdrum ungdomsskole;Brådalsgutua 12;2022;GJERDRUM;281
Akershus;Gjerdrum;Veståsen skole;Fjellvegen 40;2022;GJERDRUM;355
Akershus;Hurdal;Hurdal, Oppvekstetaten;Rådhuset;2090;HURDAL;0
Akershus;Hurdal;Hurdal ungdomsskole;Rognstadvegen;2090;HURDAL;100
Akershus;Hurdal;Kjerkekretsen skole;Vestsidevegen;2090;HURDAL;95
Akershus;Hurdal;Strømmen skole;Høversjøvegen 11;2090;HURDAL;131
Akershus;Lørenskog;Lørenskog, Skole og oppveksttjenesten; Hasselveien 6; 1470 Lørenskog;;0
Akershus;Lørenskog;Benterud skole;TUNVEIEN 5;1473;LØRENSKOG;363
Akershus;Lørenskog;Finstad skole;FINSTADRABBEN 148 B;1475;FINSTADJORDET;364
Akershus;Lørenskog;Fjellhamar skole;FJELLHAMARVEIEN 55;1472;FJELLHAMAR;867
Akershus;Lørenskog;Fjellsrud skole;Marcus Thranes vei 83;1472;FJELLHAMAR;364
Akershus;Lørenskog;Hammer skole;Hammerveien 4;1473;LØRENSKOG;265
Akershus;Lørenskog;Kjenn skole;Hasselveien 4;1470;LØRENSKOG;348
Akershus;Lørenskog;Kurland skole;;1479;;279
Akershus;Lørenskog;Løkenåsen skole;NORDLIFARET 41;1473;LØRENSKOG;369
Akershus;Lørenskog;Rasta skole;Bjørndalsveien 1;1476;RASTA;465
Akershus;Lørenskog;Solheim skole;Mailandveien 4;1473;LØRENSKOG;364
Akershus;Lørenskog;Åsen skole;NORDLIFARET 46;1473;LØRENSKOG;342
Akershus;Nannestad;Nannestad kommune, Området for oppvekst og kultur;Rådhuset; 2030;;0
Akershus;Nannestad;Eltonåsen skole;Willy Moes veg 2;2034;HOLTER;248
Akershus;Nannestad;Kringler-Slattum skole;Austaddalsvegen 32;2033;ÅSGREINA;128
Akershus;Nannestad;Maura skole;Lauvåsvegen 2;2032;MAURA;407
Akershus;Nannestad;Nannestad ungdomsskole;Teiealleen 17;2030;NANNESTAD;457
Akershus;Nannestad;Preståsen skole;Preståsvegen 4;2030;NANNESTAD;325
Akershus;Nes i Akershus;Nes, Skolekontoret;Nes rådhus ;2151;ÅRNES;0
Akershus;Nes i Akershus;Auli skole;Lyngvegen;1929;AULI;239
Akershus;Nes i Akershus;Brårud skole;;2162;BRÅRUD;86
Akershus;Nes i Akershus;Fenstad skole;Knauserudveien;2170;FENSTAD;111
Akershus;Nes i Akershus;Fjellfoten skole;Øvre Hagavei;2150;ÅRNES;145
Akershus;Nes i Akershus;Framtun skole;Framtunvegen 22;1929;AULI;124
Akershus;Nes i Akershus;Neskollen skole;Melkevegen 19;2165;HVAM;247
Akershus;Nes i Akershus;Opaker skole;Skolealleen 2;2166;OPPAKER;75
Akershus;Nes i Akershus;Runni ungdomsskole;Runnivegen 26;2150;ÅRNES;494
Akershus;Nes i Akershus;Skogbygda skole;Skolevegen;2164;SKOGBYGDA;106
Akershus;Nes i Akershus;Udnes skole;Hvamsvegen 696;2165;HVAM;165
Akershus;Nes i Akershus;Vormsund skole;DOKTORBAKKEN 2;2160;VORMSUND;100
Akershus;Nes i Akershus;Vormsund ungdomsskole;Doktorbakken 6;2160;VORMSUND;289
Akershus;Nes i Akershus;Årnes skole;Runnivegen 24;2150;ÅRNES;247
Akershus;Nes i Akershus;Østgård skole;Rakeievegen;2150;ÅRNES;104
Akershus;Nesodden;Nesodden, Skole- og oppvekstavdelingen; Vardenbakken 99;1450;NESODDTANGEN;0
Akershus;Nesodden;Alværn ungdomsskole;VESTVEIEN;1450;NESODDTANGEN;320
Akershus;Nesodden;Bakkeløkka ungdomsskole;Skogåsveien 26;1454;FAGERSTRAND;198
Akershus;Nesodden;Berger skole;KJARTAN VELDES VEI 43;1450;NESODDTANGEN;363
Akershus;Nesodden;Bjørnemyr skole;Tosletta 54;1453;BJØRNEMYR;226
Akershus;Nesodden;Fjellstrand skole;PERSILENGVEIEN 5;1458;FJELLSTRAND;119
